#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A80A06
#Date Time: 2021-05-08 11:24:54.870
#Sample rate: 66.6667Hz
#Samples: 1934
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 2: Range: 50 mV/div Offset: -500 mV

Time (s),Channel 2 (V)
-59.999999999999993,0.49346101524101682
-59.984999999999992,0.42515270626533858
-59.969999999999999,0.43059018359673351
-59.954999999999998,0.42923081426388415
-59.939999999999998,0.42447302159891137
-59.924999999999997,0.42583239093176073
-59.909999999999997,0.43093002592994589
-59.894999999999996,0.42991049893030886
-59.879999999999995,0.42447302159891137
-59.864999999999995,0.4254925485985484
-59.849999999999994,0.43059018359673351
-59.834999999999994,0.42889097193067183
-59.819999999999993,0.42311365226606201
-59.804999999999993,0.42413317926569905
-59.789999999999999,0.42889097193067183
-59.774999999999999,0.42685191793139776
-59.759999999999998,0.42141444060000027
-59.744999999999997,0.42277380993284963
-59.729999999999997,0.42787144493103479
-59.714999999999996,0.42617223326497311
-59.699999999999996,0.42107459826678795
-59.684999999999995,0.42277380993284963
-59.669999999999995,0.42821128726424712
-59.654999999999994,0.42651207559818544
-59.639999999999993,0.42175428293321265
-59.624999999999993,0.42345349459927434
-59.609999999999992,0.42855112959745884
-59.594999999999999,0.42719176026461014
-59.579999999999998,0.42243396759963731
-59.564999999999998,0.42413317926569905
-59.549999999999997,0.42923081426388415
-59.534999999999997,0.42787144493103479
-59.519999999999996,0.42277380993284963
-59.504999999999995,0.42447302159891137
-59.489999999999995,0.42991049893030886
-59.474999999999994,0.42787144493103479
-59.459999999999994,0.42277380993284963
-59.444999999999993,0.4248128639321237
-59.429999999999993,0.42991049893030886
-59.414999999999999,0.42821128726424712
-59.399999999999999,0.42311365226606201
-59.384999999999998,0.42515270626533608
-59.369999999999997,0.43025034126352119
-59.354999999999997,0.42821128726424712
-59.339999999999996,0.42345349459927434
-59.324999999999996,0.42583239093176073
-59.309999999999995,0.43093002592994589
-59.294999999999995,0.42889097193067183
-59.279999999999994,0.42413317926569905
-59.264999999999993,0.42651207559818544
-59.249999999999993,0.43160971059637054
-59.234999999999992,0.42957065659709431
-59.219999999999999,0.4248128639321237
-59.204999999999998,0.42685191793139776
-59.189999999999998,0.43194955292958293
-59.174999999999997,0.42991049893030886
-59.159999999999997,0.42515270626533608
-59.144999999999996,0.42753160259782247
-59.129999999999995,0.43228939526279525
-59.114999999999995,0.42991049893030886
-59.099999999999994,0.42515270626533608
-59.084999999999994,0.42685191793139776
-59.069999999999993,0.43126986826315822
-59.054999999999993,0.42889097193067183
-59.039999999999999,0.42345349459927434
-59.024999999999999,0.42583239093176073
-59.009999999999998,0.43025034126352119
-58.994999999999997,0.42787144493103479
-58.979999999999997,0.42277380993284963
-58.964999999999996,0.42515270626533608
-58.949999999999996,0.42991049893030886
-58.934999999999995,0.42753160259782247
-58.919999999999995,0.42311365226606201
-58.904999999999994,0.4254925485985484
-58.889999999999993,0.43025034126352119
-58.874999999999993,0.42787144493103479
-58.859999999999992,0.42345349459927556
-58.844999999999999,0.42617223326497311
-58.829999999999998,0.43093002592994589
-58.814999999999998,0.42821128726424712
-58.799999999999997,0.42379333693248666
-58.784999999999997,0.42651207559818544
-58.769999999999996,0.43093002592994589
-58.754999999999995,0.42855112959745945
-58.739999999999995,0.42379333693248666
-58.724999999999994,0.42651207559818544
-58.709999999999994,0.43126986826315822
-58.694999999999993,0.42855112959745945
-58.679999999999993,0.42413317926569905
-58.664999999999999,0.42685191793139776
-58.649999999999999,0.43160971059637054
-58.634999999999998,0.42889097193067183
-58.619999999999997,0.42447302159891137
-58.604999999999997,0.42753160259782247
-58.589999999999996,0.43228939526279525
-58.574999999999996,0.42957065659709648
-58.559999999999995,0.4254925485985484
-58.544999999999995,0.42821128726424712
-58.529999999999994,0.43296907992921996
-58.514999999999993,0.43059018359673351
-58.499999999999993,0.42617223326497311
-58.484999999999992,0.42923081426388632
-58.469999999999999,0.43398860692885693
-58.454999999999998,0.43126986826315822
-58.439999999999998,0.42685191793139776
-58.424999999999997,0.42991049893030886
-58.409999999999997,0.43432844926206926
-58.394999999999996,0.43160971059637054
-58.379999999999995,0.42753160259782247
-58.364999999999995,0.43059018359673351
-58.349999999999994,0.43500813392849397
-58.334999999999994,0.43194955292958293
-58.319999999999993,0.42787144493103479
-58.304999999999993,0.43093002592994589
-58.289999999999999,0.43534797626170629
-58.274999999999999,0.43262923759600758
-58.259999999999998,0.42821128726424712
-58.244999999999997,0.43126986826315822
-58.229999999999997,0.43500813392849397
-58.214999999999996,0.43160971059637054
-58.199999999999996,0.42719176026461014
-58.184999999999995,0.42991049893030886
-58.169999999999995,0.43398860692885693
-58.154999999999994,0.43059018359673351
-58.139999999999993,0.42617223326497311
-58.124999999999993,0.42923081426388415
-58.109999999999992,0.4333089222624309
-58.094999999999999,0.43025034126352119
-58.079999999999998,0.42583239093176073
-58.064999999999998,0.42923081426388415
-58.049999999999997,0.43330892226243228
-58.034999999999997,0.43025034126352119
-58.019999999999996,0.42651207559818544
-58.004999999999995,0.42991049893030886
-57.989999999999995,0.43432844926206926
-57.974999999999994,0.43126986826315822
-57.959999999999994,0.42719176026461014
-57.944999999999993,0.43059018359673351
-57.929999999999993,0.43432844926206926
-57.914999999999999,0.43126986826315822
-57.899999999999999,0.42719176026461014
-57.884999999999998,0.43059018359673351
-57.869999999999997,0.43500813392849397
-57.854999999999997,0.43160971059637054
-57.839999999999996,0.42753160259782247
-57.824999999999996,0.43126986826315822
-57.809999999999995,0.43500813392849397
-57.794999999999995,0.43160971059637054
-57.779999999999994,0.42787144493103479
-57.764999999999993,0.43126986826315822
-57.749999999999993,0.43534797626170629
-57.734999999999999,0.43194955292958448
-57.719999999999999,0.42821128726424712
-57.704999999999998,0.43194955292958293
-57.689999999999998,0.436027660928131
-57.674999999999997,0.43262923759600758
-57.659999999999997,0.42889097193067183
-57.644999999999996,0.43262923759600758
-57.629999999999995,0.43670734559455571
-57.614999999999995,0.43330892226243228
-57.599999999999994,0.42957065659709648
-57.584999999999994,0.43330892226243228
-57.569999999999993,0.43738703026098036
-57.554999999999993,0.43364876459564461
-57.539999999999999,0.42991049893030886
-57.524999999999999,0.43398860692885693
-57.509999999999998,0.43772687259419274
-57.494999999999997,0.43364876459564461
-57.479999999999997,0.43025034126352119
-57.464999999999996,0.43398860692885693
-57.449999999999996,0.43772687259419274
-57.434999999999995,0.43364876459564461
-57.419999999999995,0.42991049893030886
-57.404999999999994,0.43330892226243228
-57.389999999999993,0.43670734559455571
-57.374999999999993,0.43262923759600758
-57.359999999999999,0.42889097193067355
-57.344999999999999,0.43262923759600758
-57.329999999999998,0.436027660928131
-57.314999999999998,0.43194955292958293
-57.299999999999997,0.42855112959745945
-57.284999999999997,0.43228939526279525
-57.269999999999996,0.436027660928131
-57.254999999999995,0.43194955292958293
-57.239999999999995,0.42855112959745945
-57.224999999999994,0.43228939526279525
-57.209999999999994,0.43568781859491867
-57.194999999999993,0.43194955292958293
-57.179999999999993,0.42855112959745945
-57.164999999999999,0.43262923759600758
-57.149999999999999,0.43636750326134333
-57.134999999999998,0.43262923759600758
-57.119999999999997,0.42957065659709648
-57.104999999999997,0.43398860692885693
-57.089999999999996,0.43738703026098036
-57.074999999999996,0.43296907992921996
-57.059999999999995,0.42991049893030886
-57.044999999999995,0.43398860692885693
-57.029999999999994,0.43738703026098036
-57.014999999999993,0.43330892226243228
-56.999999999999993,0.43025034126352119
-56.984999999999999,0.43432844926206743
-56.969999999999999,0.43772687259419274
-56.954999999999998,0.43364876459564461
-56.939999999999998,0.43093002592994589
-56.924999999999997,0.43534797626170629
-56.909999999999997,0.43840655726061739
-56.894999999999996,0.43432844926206926
-56.879999999999995,0.43160971059637054
-56.864999999999995,0.43568781859491867
-56.849999999999994,0.4390862419270421
-56.834999999999994,0.43500813392849397
-56.819999999999993,0.43228939526279525
-56.804999999999993,0.43636750326134333
-56.789999999999999,0.43976592659346675
-56.774999999999999,0.43534797626170629
-56.759999999999998,0.43262923759600758
-56.744999999999997,0.43704718792776803
-56.729999999999997,0.44010576892667913
-56.714999999999996,0.43568781859491867
-56.699999999999996,0.43296907992921996
-56.684999999999995,0.43738703026098036
-56.669999999999995,0.44010576892667913
-56.654999999999994,0.43534797626170629
-56.639999999999993,0.43228939526279525
-56.624999999999993,0.43636750326134333
-56.609999999999999,0.43874639959382872
-56.594999999999999,0.43398860692885693
-56.579999999999998,0.43126986826315822
-56.564999999999998,0.43568781859491867
-56.549999999999997,0.43806671492740507
-56.534999999999997,0.43364876459564461
-56.519999999999996,0.43093002592994589
-56.504999999999995,0.43500813392849397
-56.489999999999995,0.43772687259419274
-56.474999999999994,0.43330892226243228
-56.459999999999994,0.43093002592994589
-56.444999999999993,0.43568781859491867
-56.429999999999993,0.43840655726061739
-56.414999999999999,0.43398860692885693
-56.399999999999999,0.43160971059637054
-56.384999999999998,0.436027660928131
-56.369999999999997,0.43874639959382977
-56.354999999999997,0.43432844926206926
-56.339999999999996,0.43228939526279525
-56.324999999999996,0.43670734559455571
-56.309999999999995,0.43942608426025442
-56.294999999999995,0.43466829159528164
-56.279999999999994,0.43228939526279525
-56.264999999999993,0.43704718792776803
-56.249999999999993,0.43976592659346675
-56.234999999999999,0.43500813392849613
-56.219999999999999,0.43296907992921996
-56.204999999999998,0.43772687259419274
-56.189999999999998,0.44044561125989146
-56.174999999999997,0.436027660928131
-56.159999999999997,0.43398860692885693
-56.144999999999996,0.4390862419270421
-56.129999999999995,0.44146513825952849
-56.114999999999995,0.43738703026098036
-56.099999999999994,0.43534797626170629
-56.084999999999994,0.44010576892667913
-56.069999999999993,0.44282450759237785
-56.054999999999993,0.43840655726061739
-56.039999999999999,0.43636750326134333
-56.024999999999999,0.44112529592631611
-56.009999999999998,0.44316434992559017
-55.994999999999997,0.43840655726061739
-55.979999999999997,0.436027660928131
-55.964999999999996,0.44044561125989146
-55.949999999999996,0.44214482292595314
-55.934999999999995,0.43704718792776803
-55.919999999999995,0.43466829159528164
-55.904999999999994,0.43942608426025442
-55.889999999999993,0.44112529592631611
-55.874999999999993,0.436027660928131
-55.859999999999999,0.43432844926206926
-55.844999999999999,0.43874639959382977
-55.829999999999998,0.44078545359310378
-55.814999999999998,0.436027660928131
-55.799999999999997,0.43432844926206926
-55.784999999999997,0.4390862419270421
-55.769999999999996,0.44112529592631611
-55.754999999999995,0.43636750326134333
-55.739999999999995,0.43466829159528164
-55.724999999999994,0.43942608426025442
-55.709999999999994,0.44146513825952849
-55.694999999999993,0.43670734559455571
-55.679999999999993,0.43500813392849613
-55.664999999999999,0.43976592659346675
-55.649999999999999,0.44146513825952849
-55.634999999999998,0.43670734559455571
-55.619999999999997,0.43500813392849397
-55.604999999999997,0.44010576892667913
-55.589999999999996,0.44180498059274081
-55.574999999999996,0.43704718792776803
-55.559999999999995,0.43568781859491867
-55.544999999999995,0.44078545359310378
-55.529999999999994,0.44248466525916552
-55.514999999999993,0.43772687259419274
-55.499999999999993,0.43636750326134333
-55.484999999999999,0.44146513825952849
-55.469999999999999,0.44350419225880255
-55.454999999999998,0.43874639959382977
-55.439999999999998,0.43738703026098036
-55.424999999999997,0.44248466525916552
-55.409999999999997,0.44418387692522721
-55.394999999999996,0.43942608426025442
-55.379999999999995,0.43840655726061739
-55.364999999999995,0.44350419225880255
-55.349999999999994,0.44520340392486424
-55.334999999999994,0.43976592659346675
-55.319999999999993,0.43840655726061739
-55.304999999999993,0.44316434992559062
-55.289999999999999,0.44418387692522721
-55.274999999999999,0.4390862419270421
-55.259999999999998,0.43738703026098036
-55.244999999999997,0.44214482292595314
-55.229999999999997,0.44316434992559017
-55.214999999999996,0.43806671492740507
-55.199999999999996,0.43670734559455571
-55.184999999999995,0.44146513825952849
-55.169999999999995,0.44282450759237785
